name,state,lat,lon
Cocoa Beach,FL,28.32055,-80.60922
Coconut Creek,FL,26.25175,-80.17894
Coconut Grove,FL,25.7126,-80.25699
Combee Settlement,FL,28.05835,-81.90536
Conway,FL,28.50278,-81.33062
Cooper City,FL,26.05731,-80.27172
Coral Gables,FL,25.72149,-80.26838
Coral Springs,FL,26.27119,-80.2706
Coral Terrace,FL,25.74593,-80.3045
Cortez,FL,27.46921,-82.68621
Country Walk,FL,25.63399,-80.43228
Country Club,FL,25.94815,-80.317
Crawfordville,FL,30.17604,-84.37518
Crescent City,FL,29.43025,-81.51063
Crestview,FL,30.76213,-86.57051
Crooked Lake Park,FL,27.82919,-81.58397
Cross City,FL,29.63465,-83.12694
Crystal Lake,FL,28.03558,-81.90841
Crystal River,FL,28.90248,-82.5926
Crystal Springs,FL,28.1814,-82.15758
Cudjoe Key,FL,24.67153,-81.49842
Cutler,FL,25.6151,-80.31061
Cutler Ridge,FL,25.58066,-80.34672
Cypress Gardens,FL,27.99391,-81.69008
Cypress Lake,FL,26.53813,-81.89925
Cypress Quarters,FL,27.25199,-80.81395
Dade City,FL,28.36472,-82.19592
Dania Beach,FL,26.05231,-80.14393
Davenport,FL,28.1614,-81.60174
Davie,FL,26.06287,-80.2331
Daytona Beach,FL,29.21081,-81.02283
Daytona Beach Shores,FL,29.17609,-80.98283
DeFuniak Springs,FL,30.72102,-86.11522
DeLand,FL,29.02832,-81.30312
De Leon Springs,FL,29.11989,-81.35286
DeBary,FL,28.88305,-81.30868
Deerfield Beach,FL,26.31841,-80.09977
Delray Beach,FL,26.46146,-80.07282
Deltona,FL,28.90054,-81.26367
Desoto Lakes,FL,27.37143,-82.48982
Destin,FL,30.39353,-86.49578
Doctor Phillips,FL,28.44945,-81.49229
Doral,FL,25.81954,-80.35533
Dover,FL,27.99419,-82.21953
Dundee,FL,28.02252,-81.61924
Dunedin,FL,28.0199,-82.77323
Dunnellon,FL,29.04914,-82.46093
Eagle Lake,FL,27.97836,-81.75647
East Lake,FL,28.11085,-82.69482
East Milton,FL,30.61519,-87.02163
East Naples,FL,26.13842,-81.76648
East Palatka,FL,29.6583,-81.59841
East Pensacola Heights,FL,30.42881,-87.17997
East Perrine,FL,25.60872,-80.33894
Eastpoint,FL,29.7366,-84.87852
Eatonville,FL,28.61472,-81.38062
Edgewater,FL,28.98888,-80.90228
Edgewood,FL,28.48612,-81.37229
Eglin Village,FL,30.46298,-86.5394
Egypt Lake-Leto,FL,28.01769,-82.50619
El Portal,FL,25.85537,-80.1931
Elfers,FL,28.21668,-82.72232
Ellenton,FL,27.52171,-82.5276
Englewood,FL,26.96201,-82.3526
Ensley,FL,30.51881,-87.27275
Estero,FL,26.43814,-81.80675
Eustis,FL,28.85277,-81.68535
Fairview Shores,FL,28.59111,-81.39424
Feather Sound,FL,27.90079,-82.67349
Fellsmere,FL,27.76781,-80.60144
Fern Park,FL,28.64916,-81.35118
Fernandina Beach,FL,30.66968,-81.46259
Ferry Pass,FL,30.5102,-87.21247
Fish Hawk,FL,27.85058,-82.21092
Five Points,FL,30.20912,-82.63735
Flagami,FL,25.76232,-80.31616
Flagler Beach,FL,29.47498,-81.127
Fleming Island,FL,30.0933,-81.71898
Floral City,FL,28.74999,-82.29676
Florida City,FL,25.44789,-80.47922
Florida Ridge,FL,27.58031,-80.38672
Forest City,FL,28.66678,-81.44334
Fort Lauderdale,FL,26.12231,-80.14338
Fort Meade,FL,27.75225,-81.80175
Fort Myers,FL,26.62168,-81.84059
Fort Myers Beach,FL,26.45271,-81.95011
Fort Myers Shores,FL,26.70924,-81.74592
Fort Pierce,FL,27.44671,-80.32561
Fort Walton Beach,FL,30.42059,-86.61707
Fountainebleau,FL,25.77288,-80.34783
Freeport,FL,30.49825,-86.13605
Frostproof,FL,27.74586,-81.53063
Fruit Cove,FL,30.11107,-81.64176
Fruitland Park,FL,28.86138,-81.90647
Fruitville,FL,27.32977,-82.4576
Fuller Heights,FL,27.90919,-81.99814
Fussels Corner,FL,28.05419,-81.86064
Gainesville,FL,29.65163,-82.32483
Gandy,FL,27.8685,-82.61612
Gateway,FL,26.57757,-81.75036
Geneva,FL,28.73972,-81.11506
Gibsonia,FL,28.11474,-81.97369
Gibsonton,FL,27.85364,-82.38259
Gifford,FL,27.67531,-80.40922
Gladeview,FL,25.83926,-80.2356
Glencoe,FL,29.02582,-80.972
Glenvar Heights,FL,25.7076,-80.32561
Golden Gate,FL,26.18787,-81.69509
Golden Glades,FL,25.91176,-80.20033
Goldenrod,FL,28.61028,-81.28868
Gonzalez,FL,30.58158,-87.29136
Gotha,FL,28.52778,-81.52313
Goulding,FL,30.44298,-87.22247
Goulds,FL,25.56261,-80.38228
Graceville,FL,30.95685,-85.5166
Green Cove Springs,FL,29.99191,-81.67815
Greenacres City,FL,26.62368,-80.12532
Gretna,FL,30.61714,-84.65991
Grove City,FL,26.91423,-82.32704
Groveland,FL,28.55805,-81.85119
Gulf Breeze,FL,30.35714,-87.16386
Gulf Gate Estates,FL,27.25173,-82.51471
Gulfport,FL,27.74836,-82.70343
Haines City,FL,28.1145,-81.62009
Hallandale Beach,FL,25.9812,-80.14838
Harbor Bluffs,FL,27.90947,-82.8276
Harbour Heights,FL,26.99089,-82.00231
Harlem,FL,26.73757,-80.9509
Harlem Heights,FL,26.51619,-81.92787
Havana,FL,30.62381,-84.41463
Haverhill,FL,26.69118,-80.12004
Hawthorne,FL,29.59191,-82.08732
Hawthorne,FL,28.76138,-81.87091
Heathrow,FL,28.76333,-81.37225
Hernando,FL,28.89998,-82.37454
Hernando Beach,FL,28.46944,-82.65927
Hialeah,FL,25.8576,-80.27811
Hialeah Gardens,FL,25.8651,-80.3245
High Springs,FL,29.82691,-82.59678
Highland Beach,FL,26.39952,-80.0656
Highland City,FL,27.9653,-81.87786
Hiland Park,FL,30.20103,-85.62687
Hill 'n Dale,FL,28.51972,-82.29926
Hilliard,FL,30.69107,-81.91733
Hillsboro Beach,FL,26.29397,-80.07893
Hobe Sound,FL,27.0595,-80.13643
Holden Heights,FL,28.49667,-81.38785
Holiday,FL,28.18779,-82.73955
Holley,FL,30.44686,-86.90691
Holly Hill,FL,29.24359,-81.03756
Hollywood,FL,26.0112,-80.14949
Holmes Beach,FL,27.49532,-82.71093
Homestead,FL,25.46872,-80.47756
Homosassa,FL,28.78137,-82.6151
Homosassa Springs,FL,28.80359,-82.57593
Howey-in-the-Hills,FL,28.71694,-81.77341
Hudson,FL,28.36445,-82.69343
Hunters Creek,FL,28.36056,-81.42229
Hypoluxo,FL,26.56646,-80.05337
Immokalee,FL,26.41869,-81.4173
Indialantic,FL,28.08946,-80.56561
Indian Harbour Beach,FL,28.1489,-80.58839
Indian River Estates,FL,27.36449,-80.30977
Indian River Shores,FL,27.7167,-80.38422
Indian Rocks Beach,FL,27.8753,-82.85122
Indian Shores,FL,27.8628,-82.84844
Indiantown,FL,27.02728,-80.48561
Inglis,FL,29.03025,-82.66872
Interlachen,FL,29.62421,-81.89256
Inverness,FL,28.83582,-82.33037
Inwood,FL,28.03697,-81.76508
Iona,FL,26.52036,-81.96398
Islamorada,FL,24.9243,-80.62784
Isle of Normandy,FL,25.85287,-80.13505
Ives Estates,FL,25.96231,-80.17671
Jacksonville,FL,30.33218,-81.65565
Jacksonville Beach,FL,30.29469,-81.39314
Jan-Phyl Village,FL,28.01474,-81.77175
Jasmine Estates,FL,28.29306,-82.6901
Jasper,FL,30.51827,-82.94819
Jensen Beach,FL,27.25449,-80.22977
June Park,FL,28.07224,-80.68006
Juno Beach,FL,26.87978,-80.05337
Jupiter,FL,26.93422,-80.09421
Kathleen,FL,28.12085,-82.02314
Kendale Lakes,FL,25.70816,-80.407
Kendall,FL,25.67927,-80.31727
Kendall Green,FL,26.25397,-80.12393
Kenneth City,FL,27.81558,-82.7201
Kensington Park,FL,27.35949,-82.49649
Key Biscayne,FL,25.69371,-80.16282
Key Largo,FL,25.08652,-80.44728
Key West,FL,24.55524,-81.78163
Keystone,FL,28.15585,-82.62121
Keystone Heights,FL,29.78608,-82.03149
Kings Point,FL,26.44535,-80.13977
Kissimmee,FL,28.30468,-81.41667
LaBelle,FL,26.76173,-81.43841
Lacoochee,FL,28.46583,-82.17203
Lady Lake,FL,28.91749,-81.92286
Laguna Beach,FL,30.23965,-85.9241
Lake Alfred,FL,28.09196,-81.72341
Lake Belvedere Estates,FL,26.68923,-80.13338
Lake Butler,FL,30.02274,-82.33956
Lake Butler,FL,28.50167,-81.54091
Lake City,FL,30.18968,-82.63929
Lake Clarke Shores,FL,26.64534,-80.07588
Lake Forest,FL,25.97759,-80.1831
Lake Hamilton,FL,28.04446,-81.62785
Lake Helen,FL,28.98082,-81.23339
Lake Lorraine,FL,30.44159,-86.56523
Lake Lucerne,FL,25.96509,-80.24144
Lake Magdalene,FL,28.07418,-82.47176
Lake Panasoffkee,FL,28.777,-82.12
Lake Park,FL,26.80034,-80.06643
Lake Placid,FL,27.29834,-81.37124
Lake Sarasota,FL,27.29255,-82.4376
Lake Mary,FL,28.75888,-81.31784
Lake Wales,FL,27.90141,-81.58591
Lake Worth Beach,FL,26.61708,-80.07231
Lake Worth Corridor,FL,26.61649,-80.10102
Lakeland,FL,28.03947,-81.9498
Lakeland Highlands,FL,27.95975,-81.95008
Lakes by the Bay,FL,25.57233,-80.32533
Lakeside,FL,30.12996,-81.76815
Lakewood Park,FL,27.54309,-80.40227
Land O' Lakes,FL,28.2189,-82.45759
Lantana,FL,26.58674,-80.05199
Largo,FL,27.90979,-82.78842
Lauderdale Lakes,FL,26.16647,-80.20838
Lauderdale-by-the-Sea,FL,26.19203,-80.09643
Lauderhill,FL,26.14036,-80.21338
Laurel,FL,27.14378,-82.46158
Lealman,FL,27.82114,-82.67927
Lecanto,FL,28.85165,-82.4876
Leesburg,FL,28.81082,-81.87786
Lehigh Acres,FL,26.62535,-81.6248
Leisure City,FL,25.49539,-80.42922
Lely,FL,26.10065,-81.72842
Lely Resort,FL,26.08093,-81.69786
Lighthouse Point,FL,26.27564,-80.08727
Limestone Creek,FL,26.94284,-80.14115
Live Oak,FL,30.29495,-82.98402
Lochmoor Waterway Estates,FL,26.64424,-81.90981
Lockhart,FL,28.61944,-81.44257
Longboat Key,FL,27.41254,-82.65899
Longwood,FL,28.70305,-81.3384
Loughman,FL,28.24196,-81.56674
Lower Grand Lagoon,FL,30.14409,-85.75076
Loxahatchee Groves,FL,26.68368,-80.27977
Lutz,FL,28.15112,-82.46148
Lynn Haven,FL,30.24548,-85.64826
Macclenny,FL,30.28218,-82.12206
Madeira Beach,FL,27.79808,-82.79732
Madison,FL,30.46938,-83.41293
Maitland,FL,28.62778,-81.36312
Malabar,FL,28.00363,-80.56561
Malone,FL,30.95769,-85.16215
Manasota Key,FL,26.92534,-82.35204
Manatee Road,FL,29.51302,-82.91429
Mango,FL,27.97974,-82.30648
Mangonia Park,FL,26.76034,-80.07365
Marathon,FL,24.71375,-81.09035
Marco,FL,25.9726,-81.72898
Marco Island,FL,25.94121,-81.71842
Margate,FL,26.24453,-80.20644
Marianna,FL,30.77436,-85.22687
Mary Esther,FL,30.41015,-86.66509
Masaryktown,FL,28.44167,-82.45704
Mascotte,FL,28.57833,-81.88675
Mayo,FL,30.053,-83.17486
McGregor,FL,26.56091,-81.91453
Meadow Woods,FL,28.38556,-81.36646
Medulla,FL,27.9678,-81.97342
Melbourne,FL,28.08363,-80.60811
Melbourne Beach,FL,28.06835,-80.56033
Melrose Park,FL,26.11342,-80.19338
Memphis,FL,27.53587,-82.56121
Merritt Island,FL,28.359,-80.69
Mexico Beach,FL,29.94809,-85.41995
Miami,FL,25.77427,-80.19366
Miami Beach,FL,25.79065,-80.13005
Miami Gardens,FL,25.97981,-80.20255
Miami Gardens,FL,25.94204,-80.2456
Miami Lakes,FL,25.90871,-80.30866
Miami Shores,FL,25.86315,-80.19283
Miami Springs,FL,25.82232,-80.2895
Micco,FL,27.88058,-80.50033
Midway,FL,30.49548,-84.45435
Midway,FL,28.79027,-81.2309
Middleburg,FL,30.06885,-81.86038
Milton,FL,30.63241,-87.03969
Mims,FL,28.66527,-80.84478
Minneola,FL,28.57444,-81.74619
Miramar,FL,25.98731,-80.23227
Miramar Beach,FL,30.37437,-86.35856
Molino,FL,30.72408,-87.31414
Monticello,FL,30.54515,-83.8713
Montverde,FL,28.60028,-81.67396
Moore Haven,FL,26.83312,-81.09312
Mount Dora,FL,28.80249,-81.64452
Mount Plymouth,FL,28.80805,-81.53313
Mulberry,FL,27.8953,-81.97342
Myrtle Grove,FL,30.42103,-87.30747
Naples,FL,26.14234,-81.79596
Naples Manor,FL,26.0887,-81.7262
Naples Park,FL,26.26175,-81.80925
Naranja,FL,25.51816,-80.42283
Navarre,FL,30.40159,-86.86357
Neptune Beach,FL,30.31191,-81.39647
New Port Richey,FL,28.24418,-82.71927
New Smyrna Beach,FL,29.02582,-80.927
Newberry,FL,29.64635,-82.6065
Niceville,FL,30.51686,-86.48217
Nocatee,FL,27.16033,-81.88231
Nokomis,FL,27.11922,-82.44426
Norland,FL,25.94898,-80.21227
North Andrews Gardens,FL,26.19147,-80.14421
North Bay Village,FL,25.84621,-80.15394
North Brooksville,FL,28.57305,-82.40815
North DeLand,FL,29.04943,-81.29812
North Fort Myers,FL,26.66729,-81.88009
North Key Largo,FL,25.26734,-80.32339
North Lauderdale,FL,26.2173,-80.22588
North Miami,FL,25.89009,-80.18671
North Miami Beach,FL,25.93315,-80.16255
North Palm Beach,FL,26.81756,-80.08199
North Port,FL,27.04422,-82.23593
North Redington Beach,FL,27.81614,-82.82066
North River Shores,FL,27.21755,-80.26977
North Sarasota,FL,27.37393,-82.51843
Oak Hill,FL,28.86443,-80.8545
Oak Ridge,FL,28.47112,-81.42452
Oakland,FL,28.555,-81.63313
Oakland Park,FL,26.17231,-80.13199
Ocala,FL,29.1872,-82.14009
Ocean City,FL,30.44103,-86.61356
Ocean Ridge,FL,26.52702,-80.04837
Ocoee,FL,28.56917,-81.54396
Odessa,FL,28.1939,-82.59176
Ojus,FL,25.94843,-80.1506
Okeechobee,FL,27.24393,-80.82978
Oldsmar,FL,28.03418,-82.6651
Olga,FL,26.71896,-81.7123
Olympia Heights,FL,25.72677,-80.35533
Opa-locka,FL,25.90232,-80.25033
Orange City,FL,28.94888,-81.29867
Orange Park,FL,30.16607,-81.70648
Orangetree,FL,26.29286,-81.58842
Oriole Beach,FL,30.37381,-87.09136
Orlando,FL,28.53834,-81.37924
Orlovista,FL,28.53834,-81.46035
Ormond Beach,FL,29.28581,-81.05589
Ormond-by-the-Sea,FL,29.34914,-81.06645
Osprey,FL,27.19616,-82.49037
Oviedo,FL,28.67,-81.20812
Pace,FL,30.59936,-87.16108
Pahokee,FL,26.82006,-80.66534
Palatka,FL,29.64858,-81.63758
Palm Aire,FL,26.20619,-80.19171
Palm Bay,FL,28.03446,-80.58866
Palm Beach,FL,26.70562,-80.03643
Palm Beach Gardens,FL,26.82339,-80.13865
Palm Beach Shores,FL,26.77812,-80.0356
Palm City,FL,27.16783,-80.26616
Palm Coast,FL,29.58497,-81.20784
Palm Harbor,FL,28.07807,-82.76371
Palm Springs,FL,26.6359,-80.09615
Palm Springs North,FL,25.9351,-80.33383
Palm Valley,FL,30.17746,-81.38758
Palmetto,FL,27.52143,-82.57232
Palmetto Bay,FL,25.62177,-80.32477
Palmetto Estates,FL,25.62149,-80.362
Palmona Park,FL,26.68646,-81.89648
Panama City,FL,30.15946,-85.65983
Panama City Beach,FL,30.17659,-85.80549
Paradise Heights,FL,28.62361,-81.54396
Parker,FL,30.13104,-85.60326
Parkland,FL,26.31008,-80.23727
Pebble Creek,FL,28.14835,-82.34565
Pelican Bay,FL,26.2312,-81.80564
Pembroke Park,FL,25.98787,-80.17477
Pembroke Pines,FL,26.00315,-80.22394
Pensacola,FL,30.42131,-87.21691
Perry,FL,30.11766,-83.58274
Pierson,FL,29.23942,-81.46563
Pine Castle,FL,28.47195,-81.36785
Pine Hills,FL,28.55778,-81.4534
Pine Island Center,FL,26.61369,-82.11815
Pine Island Ridge,FL,26.09481,-80.27394
Pine Manor,FL,26.57285,-81.87814
Pine Ridge,FL,28.93831,-82.47343
Pine Ridge,FL,26.23064,-81.79592
Pinecrest,FL,25.66705,-80.30811
Pinellas Park,FL,27.8428,-82.69954
Pinewood,FL,25.86898,-80.21699
Placid Lakes,FL,27.24144,-81.40702
Plant City,FL,28.01888,-82.11469
Plantation,FL,26.13421,-80.23184
Plantation,FL,24.97624,-80.55228
Plantation,FL,27.06811,-82.37287
Plantation Mobile Home Park,FL,26.70312,-80.13227
Poinciana,FL,28.14029,-81.45841
Point Baker,FL,30.69019,-87.05358
Polk City,FL,28.18251,-81.82397
Pompano Beach,FL,26.23786,-80.12477
Pompano Beach Highlands,FL,26.28286,-80.10699
Ponce Inlet,FL,29.09637,-80.937
Ponte Vedra Beach,FL,30.23969,-81.38564
Port Charlotte,FL,26.97617,-82.09064
Port LaBelle,FL,26.75645,-81.40508
Port Orange,FL,29.13832,-80.99561
Port Richey,FL,28.27168,-82.71955
Port Saint Joe,FL,29.81188,-85.30297
Port Saint John,FL,28.47695,-80.78867
Port Saint Lucie,FL,27.29393,-80.35033
Port Salerno,FL,27.14422,-80.2006
Pretty Bayou,FL,30.19659,-85.6966
Princeton,FL,25.53844,-80.40894
Progress Village,FL,27.9003,-82.36454
Punta Gorda,FL,26.92978,-82.04537
Punta Gorda Isles,FL,26.91756,-82.07842
Punta Rassa,FL,26.48786,-82.01231
Quincy,FL,30.58714,-84.58325
Redington Beach,FL,27.80864,-82.81121
Redington Shores,FL,27.82614,-82.82899
Richmond Heights,FL,25.63149,-80.36894
Richmond West,FL,25.6105,-80.42971
Ridge Manor,FL,28.5075,-82.17036
Ridge Wood Heights,FL,27.28727,-82.51315
Ridgecrest,FL,27.8975,-82.80529
River Park,FL,27.31421,-80.34727
Riverview,FL,27.86614,-82.32648
Riviera Beach,FL,26.77534,-80.0581
Rock Island,FL,26.15509,-80.17699
Rockledge,FL,28.35084,-80.72533
Roseland,FL,27.83586,-80.49311
Rotonda West,FL,26.88368,-82.29009
Royal Palm Beach,FL,26.7084,-80.2306
Royal Palm Estates,FL,26.681,-80.133
Ruskin,FL,27.72086,-82.43315
Safety Harbor,FL,27.99085,-82.69316
Saint Augustine,FL,29.89469,-81.31452
Saint Augustine Beach,FL,29.85053,-81.26535
Saint Augustine Shores,FL,29.8108,-81.31035
Saint Cloud,FL,28.2489,-81.28118
Saint George,FL,28.05641,-82.72788
Saint James City,FL,26.49758,-82.07843
Saint Leo,FL,28.33723,-82.25842
Saint Pete Beach,FL,27.72531,-82.74121
St. Petersburg,FL,27.77086,-82.67927
Samoset,FL,27.46948,-82.54149
San Antonio,FL,28.33611,-82.27453
San Carlos Park,FL,26.4673,-81.80147
Sanibel,FL,26.44897,-82.02231
Sanford,FL,28.80055,-81.27312
Santa Rosa Beach,FL,30.39603,-86.22883
Sarasota,FL,27.33643,-82.53065
Sarasota Springs,FL,27.30894,-82.47954
Satellite Beach,FL,28.17612,-80.59005
Sawgrass,FL,30.19274,-81.37064
Schall Circle,FL,26.71562,-80.11504
Scott Lake,FL,25.94148,-80.23199
Seaside,FL,30.32103,-86.14161
Sebastian,FL,27.81641,-80.47061
Sebring,FL,27.49559,-81.44091
Seffner,FL,27.98363,-82.27565
Seminole,FL,27.83975,-82.79121
Seminole Manor,FL,26.58368,-80.10032
Sewall's Point,FL,27.19949,-80.20227
Shady Hills,FL,28.41,-82.54288
Sharpes,FL,28.43223,-80.76005
Siesta Key,FL,27.26785,-82.54526
Silver Lake,FL,28.84193,-81.79841
Silver Springs,FL,29.21664,-82.05759
Silver Springs Shores,FL,29.10442,-82.02064
Sky Lake,FL,28.45723,-81.39146
Sneads,FL,30.70801,-84.92552
South Bay,FL,26.66396,-80.71617
South Beach,FL,27.59115,-80.34422
South Bradenton,FL,27.4631,-82.58176
South Apopka,FL,28.66194,-81.50952
South Brooksville,FL,28.53582,-82.38403
South Daytona,FL,29.16582,-81.0045
South Gate Ridge,FL,27.28644,-82.49676
South Highpoint,FL,27.91697,-82.71288
South Miami,FL,25.7076,-80.29338
South Miami Heights,FL,25.59761,-80.38061
South Palm Beach,FL,26.58896,-80.03865
South Pasadena,FL,27.75503,-82.7376
South Patrick Shores,FL,28.20223,-80.6095
South Sarasota,FL,27.28616,-82.53288
South Venice,FL,27.05311,-82.42426
Southchase,FL,28.39306,-81.3834
Southgate,FL,27.3081,-82.50982
Southwest Ranches,FL,26.0587,-80.33727
Spring Hill,FL,28.47688,-82.52546
Springfield,FL,30.15326,-85.61132
Starke,FL,29.94413,-82.10983
Steinhatchee,FL,29.67106,-83.38764
Stock Island,FL,24.56709,-81.73842
Stuart,FL,27.19755,-80.25283
Sugarmill Woods,FL,28.73221,-82.50621
Sun City Center,FL,27.71809,-82.35176
Suncoast Estates,FL,26.71174,-81.86897
Sunny Isles Beach,FL,25.95065,-80.12282
Sunrise,FL,26.13397,-80.1131
Sunset,FL,25.70594,-80.35228
Sunshine Ranches,FL,26.04592,-80.32894
Surfside,FL,25.87843,-80.1256
Sweetwater,FL,25.76343,-80.37311
Taft,FL,28.42973,-81.36507
Tallahassee,FL,30.43826,-84.28073
Tamarac,FL,26.21286,-80.24977
Tamiami,FL,25.75871,-80.39839
Tampa,FL,27.94752,-82.45843
Tangelo Park,FL,28.45584,-81.4459
Tangerine,FL,28.76499,-81.63063
Tarpon Springs,FL,28.14612,-82.75677
Tavares,FL,28.80416,-81.72563
Tavernier,FL,25.01152,-80.51506
Taylor Creek,FL,27.21671,-80.7895
Tedder,FL,26.28425,-80.12227
Temple Terrace,FL,28.0353,-82.38926
Tequesta,FL,26.959,-80.088
Terra Mar,FL,26.21619,-80.09532
The Crossings,FL,25.67066,-80.40117
The Hammocks,FL,25.67149,-80.4445
The Meadows,FL,27.36171,-82.46898
The Villages,FL,28.93408,-81.95994
Thonotosassa,FL,28.06141,-82.30231
Three Lakes,FL,25.64205,-80.39839
Three Oaks,FL,26.47008,-81.79397
Tice,FL,26.67479,-81.81508
Tierra Verde,FL,27.69197,-82.72343
Tiger Point,FL,30.37853,-87.05552
Timber Pines,FL,28.47028,-82.60316
Titusville,FL,28.61222,-80.80755
Town 'n' Country,FL,28.01057,-82.57732
Treasure Island,FL,27.76919,-82.76899
Trenton,FL,29.61329,-82.81762
Twin Lakes,FL,26.18092,-80.16005
Umatilla,FL,28.92943,-81.66563
Union Park,FL,28.56806,-81.28618
University Park,FL,25.74649,-80.36755
Upper Grand Lagoon,FL,30.16326,-85.74076
Valparaiso,FL,30.50853,-86.50273
Valrico,FL,27.93789,-82.23644
Vamo,FL,27.222,-82.49787
Venice,FL,27.09978,-82.45426
Venice Gardens,FL,27.07311,-82.4076
Vero Beach,FL,27.63864,-80.39727
Villages of Oriole,FL,26.4623,-80.15282
Villano Beach,FL,29.93858,-81.30202
Vineyards,FL,26.22373,-81.72798
Virginia Gardens,FL,25.81038,-80.30227
Wabasso Beach,FL,27.76475,-80.39894
Wahneta,FL,27.9528,-81.72702
Waldo,FL,29.78969,-82.16732
Wallace,FL,30.67741,-87.17997
Warm Mineral Springs,FL,27.05978,-82.26009
Warrington,FL,30.38409,-87.27497
Washington Park,FL,26.13259,-80.18116
Watertown,FL,30.19245,-82.61457
Wauchula,FL,27.54726,-81.81147
Wedgefield,FL,28.48778,-81.07729
Weeki Wachee Gardens,FL,28.53361,-82.62954
Wekiwa Springs,FL,28.69861,-81.42563
Wellborn,FL,30.23106,-82.81957
Wellington,FL,26.65868,-80.24144
Wesley Chapel,FL,28.23973,-82.32787
West Bradenton,FL,27.50254,-82.61399
Westchase,FL,28.05502,-82.60982
West DeLand,FL,29.01582,-81.33312
West Gate,FL,26.70257,-80.0981
West Hollywood,FL,26.02065,-80.18394
West Little River,FL,25.85704,-80.23699
West Melbourne,FL,28.07168,-80.65339
West Miami,FL,25.76343,-80.29616
West Palm Beach,FL,26.71534,-80.05337
West Park,FL,25.98454,-80.19894
West Pensacola,FL,30.42659,-87.27969
West Perrine,FL,25.60594,-80.36283
West Samoset,FL,27.46948,-82.55676
West Vero Corridor,FL,27.63775,-80.48576
West and East Lealman,FL,27.81993,-82.68944
Westchester,FL,25.75482,-80.32727
Weston,FL,26.10037,-80.39977
Westview,FL,25.88204,-80.24199
Westwood Lake,FL,25.72927,-80.37283
Wewahitchka,FL,30.1127,-85.20047
Whiskey Creek,FL,26.57258,-81.89009
White City,FL,27.37393,-80.33394
Whitfield,FL,27.41171,-82.56593
Wildwood,FL,28.86542,-82.04058
Williamsburg,FL,28.41445,-81.44285
Williston,FL,29.38747,-82.44677
Williston Highlands,FL,29.34052,-82.5415
Willow Oak,FL,27.91614,-82.01786
Wilton Manors,FL,26.16036,-80.13893
Wimauma,FL,27.71253,-82.29898
Windermere,FL,28.49556,-81.5348
Winston,FL,28.03169,-82.01481
Winter Beach,FL,27.7192,-80.42061
Winter Garden,FL,28.56528,-81.58618
Winter Haven,FL,28.02224,-81.73286
Winter Park,FL,28.6,-81.33924
Winter Springs,FL,28.69889,-81.30812
Woodlawn Beach,FL,30.38825,-86.9908
Woodville,FL,30.31409,-84.2474
Wright,FL,30.45575,-86.63829
Yalaha,FL,28.7386,-81.80869
Youngstown,FL,30.36436,-85.43826
Yulee,FL,30.6319,-81.60649
Zellwood,FL,28.73111,-81.60118
Zephyrhills,FL,28.23362,-82.18119
Zolfo Springs,FL,27.49337,-81.79592
Abbeville,GA,31.99212,-83.30682
Acworth,GA,34.06635,-84.67837
Adairsville,GA,34.3687,-84.93411
Adel,GA,31.13727,-83.42408
Alamo,GA,32.14712,-82.77792
Albany,GA,31.57851,-84.15574
Alma,GA,31.53937,-82.46236
Alpharetta,GA,34.07538,-84.29409
Alto,GA,34.46732,-83.57378
Americus,GA,32.07239,-84.23269
Aragon,GA,34.04565,-85.05606
Arcade,GA,34.07789,-83.56155
Arlington,GA,31.4399,-84.72492
Ashburn,GA,31.70601,-83.65322
Athens,GA,33.96095,-83.37794
Atlanta,GA,33.749,-84.38798
Auburn,GA,34.01372,-83.82768
Augusta,GA,33.47097,-81.97484
Austell,GA,33.81261,-84.63438
Avondale Estates,GA,33.77149,-84.26714
Bainbridge,GA,30.9038,-84.57547
Baldwin,GA,34.49177,-83.53739
Ball Ground,GA,34.33815,-84.37659
Barnesville,GA,33.05457,-84.15575
Baxley,GA,31.77825,-82.34846
Belvedere Park,GA,33.75483,-84.26742
Berkeley Lake,GA,33.98371,-84.18658
Blackshear,GA,31.30605,-82.24207
Blakely,GA,31.37768,-84.93409
Bloomingdale,GA,32.13242,-81.299
Blue Ridge,GA,34.86397,-84.32409
Bogart,GA,33.94928,-83.53461
Bonanza,GA,33.46567,-84.33659
Boston,GA,30.79186,-83.78989
Bowdon,GA,33.53789,-85.25328
Braselton,GA,34.10927,-83.76267
Bremen,GA,33.72122,-85.1455
Brookhaven,GA,33.85844,-84.3402
Brooklet,GA,32.37963,-81.66317
Broxton,GA,31.62519,-82.88681
Brunswick,GA,31.15013,-81.49147
Buchanan,GA,33.8026,-85.18856
Buena Vista,GA,32.31904,-84.51714
Buford,GA,34.12066,-84.00435
Butler,GA,32.55709,-84.23825
Byron,GA,32.65376,-83.75963
Cairo,GA,30.87751,-84.20214
Calhoun,GA,34.50259,-84.95105
Camilla,GA,31.23129,-84.21046
Canton,GA,34.23676,-84.49076
Carrollton,GA,33.58011,-85.07661
Cartersville,GA,34.16533,-84.80231
Cave Spring,GA,34.1076,-85.33634
Cedartown,GA,34.01123,-85.25593
Centerville,GA,32.63014,-83.68963
Chamblee,GA,33.89205,-84.29881
